timeline,low,tertile,medium,high
681.0,,medium,0.9641582411736335,
694.0,,medium,0.9641582411736335,
702.0,,medium,0.9641582411736335,
703.0,,medium,0.9641582411736335,
722.0,,medium,0.9641582411736335,
723.0,,medium,0.9593614340036151,
727.0,,medium,0.9593614340036151,
728.0,,medium,0.9593614340036151,
734.0,,medium,0.9593614340036151,
745.0,,medium,0.9593614340036151,
752.0,,medium,0.9593614340036151,
762.0,,medium,0.9593614340036151,
763.0,,medium,0.9543906493714719,
767.0,,medium,0.9543906493714719,
777.0,,medium,0.9543906493714719,
785.0,,medium,0.9493409633959613,
792.0,,medium,0.9493409633959613,
806.0,,medium,0.9493409633959613,
822.0,,medium,0.9493409633959613,
825.0,,medium,0.9441815016383748,
837.0,,medium,0.9441815016383748,
839.0,,medium,0.9441815016383748,
847.0,,medium,0.9441815016383748,
852.0,,medium,0.9441815016383748,
860.0,,medium,0.9389067446459816,
878.0,,medium,0.9389067446459816,
881.0,,medium,0.9389067446459816,
883.0,,medium,0.9389067446459816,
904.0,,medium,0.9334795380295302,
908.0,,medium,0.9334795380295302,
911.0,,medium,0.9334795380295302,
942.0,,medium,0.9334795380295302,
943.0,,medium,0.9334795380295302,
965.0,,medium,0.9334795380295302,
968.0,,medium,0.9334795380295302,
973.0,,medium,0.9334795380295302,
974.0,,medium,0.9334795380295302,
989.0,,medium,0.9334795380295302,
990.0,,medium,0.9334795380295302,
1001.0,,medium,0.9334795380295302,
1004.0,,medium,0.9276452909168459,
1010.0,,medium,0.9276452909168459,
