sample_id,CAF_proxy-high_checkpoint_score-low,immune-desert_APM-low,TLS-rich,CAF_proxy-high_CXCL1_MDSC_axis-low,antigen-presenting,immune-desert
TCGA-A7-A0CJ,0.27262429559347634,0.20864704433816242,0.09256133447104352,0.5559742061559911,0.42786322386801634,0.23921833914188145
TCGA-A7-A0D9,0.6438673730950311,0.3912249872518743,0.05765933364826394,0.3077888508666288,0.017433628304799022,0.28953817802056997
TCGA-A7-A0DA,0.33645747028948253,0.28670285209975543,0.0,0.7154663562268769,0.3728188820299349,0.15075292156193168
TCGA-A7-A0DB,0.7600119864881526,0.2652301666761431,0.033722030249805926,0.11194615862869459,8.846643908131474e-06,0.5353967505770096
TCGA-A7-A0DC,0.39580709127252267,0.280017036541191,0.06768135693364959,0.48967878680006094,0.05407976863805148,0.0
TCGA-A7-A13D,0.29986069821346306,0.5231159221434525,0.0,0.7507124796427641,0.22556706634103837,0.04417469591885924
TCGA-A7-A13E,0.54524789997842,0.3371669119497076,0.04260001561558377,0.32815143224964893,0.22932708113109096,0.2539512888320879
TCGA-A7-A13F,0.6752160469927336,0.26299579832184644,0.05947919298152638,0.2406878845469671,0.14529073340550647,0.1969181885301345
TCGA-A7-A13G,0.6161619504549898,0.29240940128549453,0.0434287398331168,0.3254448017203942,0.20055570623215188,0.09672747643771953
TCGA-A7-A13H,0.6129479880145987,0.19844099502275847,0.16679171764319672,0.1934953675344224,0.14695869474047948,0.550080821719872
TCGA-A7-A26E,0.538503334473471,0.12634222584432458,0.027462958761475975,0.42596063215599933,0.10841647014242664,0.28820440074815906
TCGA-A7-A26F,0.525038212520781,0.9317486955682617,0.12600266010160693,0.3705413951499922,0.15166853447883705,0.43368844168774284
TCGA-A7-A26G,0.590885285874531,0.29008149342448686,0.26566038953466137,0.38181470600478745,0.2336218215864813,0.3936823990850336
TCGA-A7-A26H,0.6217165130993066,0.13358307037769007,0.15425472402197096,0.25252254523455847,0.18657135687105594,0.38975413917968316
TCGA-A7-A26I,0.27789742982435256,0.3255767641553616,0.0,0.7395161322537936,0.06707422796722096,0.42976492406618944
TCGA-A7-A26J,0.5634996780471545,0.10875223463026215,0.020207888261327172,0.3773091335068681,0.39979870420786784,0.2572264174282011
TCGA-A7-A2KD,0.4600709889798515,0.2056232526725532,0.12496553920000696,0.47367811833490875,0.16574096904944294,0.46602790668266164
TCGA-A7-A3IY,0.7271184568131451,0.5493353859770164,0.0,0.05069862991590194,0.10779078659026205,0.4944098581589564
TCGA-A7-A3IZ,0.43849283575110976,0.05802674412480608,0.060513512978807985,0.417916681194306,0.0,0.1879314347512142
TCGA-A7-A3J0,0.2949990563935605,0.27631515071186546,0.16127003184812372,0.3032731480553136,0.6066888274279825,0.23820790942623452
TCGA-A7-A3J1,0.6161621331882164,0.17077196668763178,0.34973239501814457,0.19684867921674218,0.368563599585277,0.3578235572200961
TCGA-A7-A3RF,0.24277273894026286,0.23646769732500378,0.037944657957398105,0.7537608784843873,0.30729970347416524,0.10290419613167817
